"id","notification_type","from_id","to_id","created_date_time","updated_date_time","is_read","resource_id"
B276B88C-A78E-45C9-BB98-03E93A7F87FD,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-27 05:42:00.000 +0000","2023-07-28 05:50:19.000 +0000",1,"7DC6F066-DE8F-44F0-9C4C-8AD3BF372F68"
"0ED8911D-F04A-488D-A4B5-03FE8B7BECFF",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-26 12:08:16.000 +0000",,0,"3D1B4699-D51F-404F-A450-DDB164CCE5DD"
"896BF54C-EC4F-4446-854E-044077F28DD2",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-17 11:00:14.000 +0000",,0,"1B40BA0C-496C-4FEE-89CB-880D39C3F13F"
"2EC05DBB-9AD5-48A8-AC90-04D51AC0045D",assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 13:41:36.000 +0000",,0,"68007914-8F23-4BAC-A681-91B2A4653BC9"
"77D497E9-F42A-4F99-B752-05B7CD24B72F",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-27 09:38:54.000 +0000",,0,"6CCB29EE-74C4-4F55-B510-ACC7DF91EA44"
"1EB16AEF-997C-49C9-B932-05C1519EF2A7",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-25 08:52:37.000 +0000",,0,"015B4DAB-FAB1-4756-8109-D6627295A56E"
"14C0374E-2CD8-435A-991C-066A3739347C",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 12:31:31.000 +0000",,0,"6C88AB1D-3084-4C35-8F3E-F7D474BA941A"
D357AF4C-A2E4-4C6E-9C94-06C3DC89E10E,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-27 12:31:31.000 +0000",,0,"6C88AB1D-3084-4C35-8F3E-F7D474BA941A"
"84AFA722-59FD-44DE-B6E7-06D37D7C0117",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-17 10:10:27.000 +0000",,0,"4B347A89-CB16-4839-801D-12B85F32F197"
"16B229A3-E4D5-45A3-B6D7-072732CD1955",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-22 13:04:16.000 +0000",,0,"74DDCDAE-08C6-4EFE-9981-D43DFB49C7EE"
D1324835-224B-482D-97F2-0744001F31DB,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2B8DAFC8-6C96-406C-9088-A473BDCAECE7","2023-07-19 05:42:32.000 +0000",,0,DCDC6778-0F8F-4008-A5EA-BD77508FE628
EE7EE483-F1DD-48F5-84BA-0757215F4159,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-26 12:45:18.000 +0000",,0,F66A609C-D11D-4C21-86E0-BA305055EE3E
F76D1F13-58C4-4D2E-80E9-07A9F854CAE6,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-27 12:29:58.000 +0000",,0,"6C88AB1D-3084-4C35-8F3E-F7D474BA941A"
F4E78390-11BC-4849-88F1-08513D5FA63F,assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 10:05:50.000 +0000",,0,"6CCB29EE-74C4-4F55-B510-ACC7DF91EA44"
FCAF4055-C976-4BB9-95B5-0884547F9BD3,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-21 12:57:37.000 +0000",,0,"282EA059-C35A-4276-A8D8-A16FCACFD85E"
FB725F0C-F678-49D9-8EB1-08E359899243,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 13:40:25.000 +0000",,0,"68007914-8F23-4BAC-A681-91B2A4653BC9"
EF322B43-FADC-45EC-8FC4-090D83ED9A17,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-21 14:18:48.000 +0530",,0,E1BBFA9E-DC73-4F81-837A-2F0B7187AD3F
A33853AF-D9DD-4439-B9A0-093D908459DD,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"2023-07-26 15:39:04.000 +0000","2023-07-27 07:21:06.000 +0000",1,"2753C8DC-9C3C-4E25-896A-1220C69C398D"
"822AA62F-D0DC-419A-9CBB-0A2A94D54471",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-21 14:18:48.000 +0530",,0,E1BBFA9E-DC73-4F81-837A-2F0B7187AD3F
"804E14F7-57D4-46A3-BF45-0A6A9D1064BF",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-27 07:28:44.000 +0000",,0,"46D9C6AF-1F99-444A-95CA-C64E6263153B"
"5E04EC94-3E97-43EA-B05C-0B139123F73D",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-18 11:36:41.000 +0000",,0,FB975174-75C6-47AB-AE15-1D15D732C296
"71DF919C-72FC-48DB-8D8A-0B142D96C97B",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-27 12:30:45.000 +0000",,0,"6C88AB1D-3084-4C35-8F3E-F7D474BA941A"
"279A86BA-E5D1-4203-B410-0B2FF36FFE0F",assign_proposal,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-25 11:08:58.000 +0000",,0,"074458FC-9EBA-48B7-8BF7-6C993EDF7255"
"5DD97ABA-1975-4464-9B62-0B556F19DF46",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-21 12:57:37.000 +0000",,0,"282EA059-C35A-4276-A8D8-A16FCACFD85E"
"92F11AD1-36E8-4202-9242-0BB2CF50F6D2",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-27 13:06:39.000 +0000","2023-07-28 05:28:28.000 +0000",1,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
C95F01C5-4177-421E-AC95-0BC169C3FFE5,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-19 05:42:32.000 +0000",,0,DCDC6778-0F8F-4008-A5EA-BD77508FE628
"5FF7C1D5-1C9C-4BB2-8A33-0BF484679FD4",assign_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","613348B5-6119-47BE-B60E-8BD1BBF607E7","2023-07-27 13:08:52.000 +0000",,0,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
"2C590BCB-1F6C-4FEF-8827-0DEE46148582",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-21 14:18:48.000 +0530",,0,E1BBFA9E-DC73-4F81-837A-2F0B7187AD3F
"5007AD6A-E25A-48D9-AC97-0E577998FA9D",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"2023-07-18 11:36:41.000 +0000","2023-07-27 07:21:29.000 +0000",1,FB975174-75C6-47AB-AE15-1D15D732C296
"11686989-7D18-42EC-9792-0E7D0B737B33",assign_proposal,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-11 10:02:28.000 +0530",,0,D928A86D-5C5E-43FF-87D0-42ED83CD82BC
F578AD86-694D-431F-B843-0EB72DE5DD3B,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-25 07:04:26.000 +0000",,0,E3A7E266-BEB5-4803-92CE-7ECE422BEB45
"57F2677F-FAA0-4B5F-972B-0F8CF8A1964D",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-26 12:40:09.000 +0000",,0,"6A8C0DB7-88F1-48B3-B33B-DCD12C6F5365"
"7F003B3D-E84A-492D-8330-0FE418B354C7",assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 10:04:40.000 +0000",,0,"6CCB29EE-74C4-4F55-B510-ACC7DF91EA44"
"124623F4-247F-4843-B6C1-109982D2167F",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-25 05:54:45.000 +0000",,0,E1C44719-4156-455B-AC9E-C33D05E0CBF4
"5F787BBB-F5FD-4F3B-A2B8-1123F26EC453",assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-19 06:05:27.000 +0000",,0,E0AB9C3B-56C3-476E-9639-5CEFFF01AE35
"826F7B86-E5CA-434E-A3F5-1131E44900AB",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-26 12:45:18.000 +0000",,0,F66A609C-D11D-4C21-86E0-BA305055EE3E
FE528A7A-F8E0-4999-BB18-1176860FEA9C,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-26 12:07:44.000 +0000",,0,EEE763F1-969F-4B5D-B300-B0767A98A320
DAA2F7E2-5EEF-427F-A4DD-11C6DF5CBC3F,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-18 13:36:25.000 +0000",,0,F296063D-0574-4F68-A98A-EDB6A51D4C66
"15BE3F79-AA5C-4070-AE89-1239960C32C4",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-19 15:21:40.000 +0000",,0,"74DDCDAE-08C6-4EFE-9981-D43DFB49C7EE"
"33D18BCE-B50D-4CD7-90A6-12BF232DA5E5",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-21 12:23:21.000 +0000",,0,FD5D5EF8-8422-4F8E-9E0A-749CD373B4B6
C7BD2105-7188-4832-A333-13B6895892B4,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 09:45:25.000 +0000",,0,"4FA73AE2-4076-4EBE-B0E9-FAC7ECF0B8E0"
"0AAF7FEE-2EB1-4745-8F4D-141470514EB5",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 05:27:09.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
E8330D07-B4E0-4627-BB8E-15186FA7FB2B,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-25 07:06:08.000 +0000",,0,"8E89FF68-06A3-452E-AAC7-AF3FD68D3DED"
"5CDA4848-E4BB-443A-95BA-1552B3EDB4E3",assign_proposal,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-26 13:44:46.000 +0000",,0,"77A6E3EF-D311-4C2F-ADB6-D780D3A69C4B"
E7223404-25FF-4568-A258-15C0BB118027,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2B8DAFC8-6C96-406C-9088-A473BDCAECE7","2023-07-27 13:13:02.000 +0000",,0,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
D68240E9-AB05-4380-9A1B-15E91F079315,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-21 14:18:48.000 +0530",,0,E1BBFA9E-DC73-4F81-837A-2F0B7187AD3F
"01DEA522-F8E6-495B-87E5-161DD2E16215",assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7","2B8DAFC8-6C96-406C-9088-A473BDCAECE7","2023-07-27 13:41:36.000 +0000",,0,"68007914-8F23-4BAC-A681-91B2A4653BC9"
F608F4E3-FF20-439F-8267-16D662799986,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-27 05:07:25.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
B635A4BC-BB77-4ADF-891C-16E667499890,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-18 12:52:21.000 +0000",,0,E80D6ED9-DA5D-4603-9A7B-A95503ABF253
B521774D-61A6-419A-9F21-17AE1A03E544,assign_proposal,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","2023-07-11 10:02:28.000 +0530",,0,D928A86D-5C5E-43FF-87D0-42ED83CD82BC
"6D9E39E9-F0D3-40BF-83AD-18DF7CA8623A",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-26 12:52:51.000 +0000",,0,"0F19741E-ACAB-4C44-A2A7-C8EBEA998174"
"266AD680-DB52-4C62-89E4-18E2F6CB812F",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-17 10:19:06.000 +0000",,0,"0A90C2B8-ADC4-4A16-B2FD-EBAC2771962E"
"0ED43214-5BF5-45A0-BC0C-18E4B1A215FA",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-26 12:22:24.000 +0000",,0,"7269EE39-DB0E-4758-A616-8BFEC9EFC4DC"
"2AB2FEF2-4A99-44D9-980C-1AC238299DF9",assign_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2B8DAFC8-6C96-406C-9088-A473BDCAECE7","2023-07-27 13:08:52.000 +0000",,0,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
"1916B38B-23B9-4C72-9F99-1B7F7F48BD12",hold_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-27 06:25:44.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
B4F9EF73-91CF-4FB3-93CA-1C863C01D100,new_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-26 12:10:40.000 +0000","2023-07-28 05:56:09.000 +0000",1,C59A5363-37EC-4BC3-88FB-A2C08C20C31E
"3B17098E-13AD-4940-911F-1CD4C6941A19",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-19 05:42:32.000 +0000",,0,DCDC6778-0F8F-4008-A5EA-BD77508FE628
C0198E15-4DD8-4577-9520-1D548C8B2F3F,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-20 05:41:30.000 +0000",,0,D2B7429A-2562-4671-B06C-9CD03C8CD21F
CC0FDB11-FB63-46BE-AE83-1E37B20D1FD5,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-26 11:18:01.000 +0000",,0,EEE763F1-969F-4B5D-B300-B0767A98A320
A6D0629D-E18F-4403-BEA0-1F289D165372,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-19 15:24:46.000 +0000",,0,"074458FC-9EBA-48B7-8BF7-6C993EDF7255"
A059669E-AC00-48A6-BF24-21630CB1B122,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-26 12:08:20.000 +0000",,0,EEE763F1-969F-4B5D-B300-B0767A98A320
"31297C4D-EA57-404E-B49C-2246AA4D5149",hold_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","613348B5-6119-47BE-B60E-8BD1BBF607E7","2023-07-27 06:25:44.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
"0A005EB0-1F31-4DA3-AC01-229C8978A947",assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-19 06:04:58.000 +0000",,0,E0AB9C3B-56C3-476E-9639-5CEFFF01AE35
B36BA011-C530-492D-9361-22F0B59677DB,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-26 12:22:24.000 +0000",,0,"7269EE39-DB0E-4758-A616-8BFEC9EFC4DC"
DA697DEF-1298-44E7-8E9A-239ACE17B126,assign_proposal,"613348B5-6119-47BE-B60E-8BD1BBF607E7",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-19 06:02:49.000 +0000",,0,E0AB9C3B-56C3-476E-9639-5CEFFF01AE35
"8365C4E2-9029-4188-BCCA-2411E85D868E",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-21 05:26:10.000 +0000",,0,"0D0CFBB2-4C9D-4FF4-9481-2F4A79335F85"
AADCFDAC-5819-42A1-8BC8-2464D75A3A9E,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-27 09:38:54.000 +0000","2023-07-27 13:20:36.000 +0000",1,"6CCB29EE-74C4-4F55-B510-ACC7DF91EA44"
B1921C09-F957-4608-B863-252995CEE039,hold_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 06:29:02.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
"7BD56CE7-BEFD-43B5-A8E2-2532E44827C8",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 07:28:44.000 +0000",,0,"46D9C6AF-1F99-444A-95CA-C64E6263153B"
DF5A6039-B47A-4485-8877-2589654072EC,hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-26 11:50:22.000 +0000",,0,"3D1B4699-D51F-404F-A450-DDB164CCE5DD"
D26A4AC2-CBF5-4E14-895E-2604B50E9C5A,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-21 08:43:07.000 +0000",,0,"6AF2F413-4C89-4533-9519-B6B997A174C7"
"7A8A58E2-7E33-44E5-9CFD-266EB73C8678",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-25 06:47:48.000 +0000",,0,F7EDF997-9F89-4D9A-8D8F-7F0B45CC92DF
"6B419C76-7877-4D95-A7B9-269623152901",assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 05:27:09.000 +0000",,0,FB4DE14B-BDC1-441B-8A35-CF407E69571A
CE727115-8D83-4A27-96AA-29361EE7FE13,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-26 12:45:18.000 +0000","2023-07-28 05:38:38.000 +0000",1,F66A609C-D11D-4C21-86E0-BA305055EE3E
"6392C3DE-B8AF-46F5-8A07-295E07BF22B4",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 07:20:35.000 +0000",,0,"7DC6F066-DE8F-44F0-9C4C-8AD3BF372F68"
"0A806414-562F-4C57-AE02-2A4429754ABB",new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-27 09:38:54.000 +0000",,0,"6CCB29EE-74C4-4F55-B510-ACC7DF91EA44"
"16D6DB66-96F9-4C53-BB74-2A7F6D0C3644",new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-25 06:47:48.000 +0000",,0,F7EDF997-9F89-4D9A-8D8F-7F0B45CC92DF
AF6E1BEB-3E67-4F92-9A6F-2AF3D17FE2C4,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-20 05:41:30.000 +0000",,0,D2B7429A-2562-4671-B06C-9CD03C8CD21F
B351B437-F19B-4E3C-B251-2AFB4F865E8E,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-18 13:25:31.000 +0000",,0,"7155BE8B-B76C-4F3D-A328-0CFF457456BB"
B6FE93F8-2F96-4B97-AC74-2B1CBB39EAA6,new_request,BEE3A2AC-6573-4FF2-9771-7DC396B3936F,C8B49670-E2A0-4E59-BF84-3D4D171FB251,"2023-07-25 08:52:37.000 +0000",,0,"015B4DAB-FAB1-4756-8109-D6627295A56E"
CD111195-2EFC-4E8E-B404-2BA70C3EC068,assign_request,"8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801",C7647735-304C-4005-8556-5F7A26C240B3,"2023-07-27 13:08:52.000 +0000",,0,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
BA8608C8-0A6A-4D94-9507-2BFF0D31DB0B,assign_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 13:06:39.000 +0000",,0,"6E42EC89-D6B6-448A-9964-BB139B9721D6"
A459A9BD-ABDA-4827-8689-2CDF57DCC636,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7",B5EEFBDE-8512-4323-8A25-675805D16078,"2023-07-19 15:24:46.000 +0000",,0,"074458FC-9EBA-48B7-8BF7-6C993EDF7255"
"62737974-FD4A-4C3A-8393-2D545B79D55D",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83","8EA90E48-0DE5-4ECD-B249-A6E1DCB0C801","2023-07-27 07:20:17.000 +0000","2023-07-28 05:49:10.000 +0000",1,"7DC6F066-DE8F-44F0-9C4C-8AD3BF372F68"
FF850DDC-8F88-46A7-B1A2-2DB56DBDCC86,new_proposal,"2B8DAFC8-6C96-406C-9088-A473BDCAECE7","64291ED9-2E8C-421A-BA96-0BE1E9D09D83","2023-07-27 13:40:25.000 +0000",,0,"68007914-8F23-4BAC-A681-91B2A4653BC9"
"5A37A250-F687-4FD5-914E-2E311AC1C7D8",hold_request,"64291ED9-2E8C-421A-BA96-0BE1E9D09D83",D4CAB7C4-52B1-4ECB-9EFA-525BB9444839,"2023-07-27 12:30:10.000 +0000",,0,"6C88AB1D-3084-4C35-8F3E-F7D474BA941A"
